"PARENT_CATEGORY_CATEGORY_CODE","CHILD_CATEGORY_CATEGORY_CODE","ADVERTISER_CID","SUM(SUM_COMM_AMOUNT_USD)"
375,376,3775739,5529.755
375,376,3776728,427892.487
375,376,3776933,21700.802
375,376,3779319,3471.516
375,376,3780376,9131.5
375,376,3780848,3040.731
375,376,3781174,2546.818
375,376,3781847,4051.721
375,376,3783927,1698.591
375,376,3786200,1697
375,376,3788169,3429.103
375,376,3788974,342554.058
375,376,3790866,4976.35
375,376,3791250,79545.387
375,376,3791265,32117.267
375,376,3791496,4824.207
375,376,3792305,65200.558
375,376,3792479,3029.214
375,376,3793612,24311.621
375,376,3794425,20054.55
375,376,3799556,17272.282
375,376,3800140,1954.78
375,376,3800966,1100.033
375,376,3800968,1069.658
375,376,3801426,168983.794
375,376,3803529,131665.346
375,376,3804526,5576.371
375,376,3805502,39488.296
375,376,3806049,1757.413
375,376,3806335,1692.88
375,376,3810548,59124.218
375,376,3812192,9700
375,376,3812198,7698.76
375,376,3812999,22494.291
375,376,3816208,1549.993
375,376,3816761,1354.673
375,376,3817685,49427.075
375,376,3818674,1264806.684
375,376,3818707,1940762.264
375,376,3818834,5522.291
375,376,3818879,20571
375,376,3821285,5495.221
375,376,3821844,24375.211
375,376,3822443,8133.588
375,376,3823262,1954.49
375,376,3824326,99478.582
375,376,3824477,9813.362
375,376,3825478,402831.204
375,376,3827405,429601.205
375,376,3827418,614138.492
375,376,3827431,694432.478
375,376,3827438,588241.847
375,376,3827453,374810.863
375,376,3827477,5693.175
375,376,3829272,109310
375,376,3829306,1780.629
375,376,3831921,27283.539
375,376,3831926,28376.942
375,376,3834123,2284.444
375,376,3834931,2492.286
375,376,3835168,47453.425
375,376,3835187,8454.183
375,376,3836011,13602.584
375,376,3836079,4350
375,376,3836346,1830.328
375,376,3837543,3887.765
375,376,3838144,130667.555
375,376,3838354,2472
375,376,3840163,4029.569
375,376,3840426,401123
375,376,3840488,1159.88
375,376,3840567,3714.413
375,376,3840613,14936.496
375,376,3842825,1284.89
375,376,3844200,2897.576
375,376,3846454,4404.7
375,376,3846539,17930.733
375,376,3847678,65733.584
375,376,3847952,123234.041
375,376,3848495,172277.214
375,376,3848989,7572.286
375,376,3850067,1869.098
375,376,3850792,6077.435
375,376,3851183,3125
375,376,3851509,9246
375,376,3852825,62142.696
375,376,3852826,13568.185
375,376,3852827,1873.498
375,376,3852850,10528.248
375,376,3852851,7113.974
375,376,3853787,5352.255
375,376,3855127,67980.396
375,376,3855215,2876.599
375,376,3856265,12668.924
375,376,3856659,1495
375,376,3857092,1543.765
375,376,3857107,1438.329
375,376,3857115,2051.882
375,376,3857119,7142.922
375,376,3857124,7394.287
375,376,3857148,3870.431
375,376,3857152,69895.915
375,376,3857263,35016.06
375,376,3858468,12908.604
375,376,3858664,64547.486
375,376,3861701,2552.276
375,376,3861837,2270.811
375,376,3861911,488243.148
375,376,3863211,1866.215
375,376,3865782,1227.272
375,376,3865967,1619.244
375,376,3869323,3864.554
375,376,3869738,19546.343
375,376,3872323,25606.533
375,376,3873486,27407.799
375,376,3873488,5552.159
375,376,3873506,12917.664
375,376,3874186,3527.386
375,376,3874296,27784.996
375,376,3875058,2705.795
375,376,3879462,1739.1
375,376,3879555,1629.613
375,376,3885799,1906.984
375,376,3885953,56946.432
375,376,3886248,6000
375,376,3891235,20149.642
375,376,3892157,2286.964
375,376,3892542,12949.496
375,376,3892548,32314.523
375,376,3893255,3212.001
375,376,3894297,5071.559
375,376,3895296,207963.345
375,376,3897764,1241.744
375,376,3898827,2115.426
375,376,3900598,1294.163
375,376,3905537,8294.68
375,376,3906677,60002.12
375,376,3908557,41835
375,376,3909103,6229.422
375,376,3909299,2110.582
375,376,3909954,22654.727
375,376,3911636,1772.085
375,376,3911749,2125.686
375,376,3912454,32490.573
375,376,3912481,32607.267
375,376,3912545,6063.416
375,376,3915185,123869.309
375,376,3915239,1609.358
375,376,3923694,1100.9
375,376,3924578,366213.883
375,376,3929100,643754.693
375,376,3929865,58450.185
375,376,3929866,3056.399
375,376,3929867,33385.396
375,376,3929883,4623.072
375,376,3931022,6136.753
375,376,3932116,167769.388
375,376,3932122,6274.917
375,376,3936526,1190.236
375,376,3936531,4634.549
375,376,3937275,12097.225
375,376,3940130,2143.261
375,376,3940596,236289.956
375,376,3941800,13395.92
375,376,3942614,17491.446
375,376,3943014,45978.026
375,376,3946895,3751.528
375,376,3949104,15934.021
375,376,3949214,18552.106
375,376,3949225,15106.353
375,376,3949375,2200
375,376,3949378,50695.756
375,376,3949469,14744.734
375,376,3950273,44127.219
375,376,3950801,2480.3
375,376,3950930,1283.813
375,376,3953882,6031.338
375,376,3953897,2457.526
375,376,3955799,1150
375,376,3956402,47324.884
375,376,3959424,6578.947
375,376,3961975,5558.241
375,376,3965017,5787.086
375,376,3965990,6008.45
375,376,3966243,30563.707
375,376,3966305,5714.941
375,376,3970226,10742.793
375,376,3970229,1778.979
375,376,3970360,7046.05
375,376,3970740,1792.784
375,376,3971834,499389.422
375,376,3976742,1812.713
375,376,3978260,15845.677
375,376,3981305,71371.254
375,376,3982180,11599.949
375,376,3982297,14444.945
375,376,3983304,2177.525
375,376,3983305,32013.119
375,376,3983847,14921.228
375,376,3986614,4690
375,376,3986711,40342.55
375,376,3986986,37967.33
375,376,3986993,5127.6
375,376,3987027,6059.333
375,376,3987655,20184.805
375,376,3987754,3291.83
375,376,3987786,18558.413
375,376,3988147,7710.121
375,376,3989874,1992.767
375,376,3990097,8492.028
375,376,3991704,460295
375,376,3991707,10894.379
375,376,3991880,140225.265
375,376,3991909,2610.911
375,376,3992613,120289.913
375,376,3992745,1963.626
375,376,3992766,25903.73
375,376,3993299,2280.785
375,376,3993357,7359.353
375,376,3999398,8402.804
375,376,4003114,1405.694
375,376,4003177,1088
375,376,4004239,10834
375,376,4005866,2492
375,376,4006912,1835.264
375,376,4006953,1702539.716
375,376,4007512,63097.596
375,376,4007667,52098.475
375,376,4007758,4830.733
375,376,4008351,38589.473
375,376,4008425,13681.781
375,376,4008543,13293.184
375,376,4008544,2638.208
375,376,4008550,7221.677
375,376,4008588,592552.946
375,376,4009158,39849.527
375,376,4009162,896634.834
375,376,4009186,257351.751
375,376,4009259,13781.279
375,376,4009354,49514.286
375,376,4009357,111625.186
375,376,4009362,40135.157
375,376,4009814,3416.585
375,376,4009935,12068.021
375,376,4010097,245799.741
375,376,4010327,15995.409
375,376,4013663,40449.101
375,376,4014359,97289.772
375,376,4014442,441217.595
375,376,4014487,1075.621
375,376,4014494,46945.389
375,376,4014623,17034.376
375,376,4014941,7821.777
375,376,4015156,5162.125
375,376,4015451,22031.412
375,376,4015452,3163.958
375,376,4016127,932781.802
375,376,4017900,56774.559
375,376,4017902,282436.432
375,376,4017905,1661.598
375,376,4018060,19182.194
375,376,4018320,4619442.844
375,376,4018453,10904.34
375,376,4018548,157108.232
375,376,4018575,24365.063
375,376,4018744,123437.321
375,376,4018747,27764.691
375,376,4019306,11651.898
375,376,4019524,14578.304
375,376,4019532,2475.924
375,376,4019755,1350.398
375,376,4019761,1720.768
375,376,4019845,13451.626
375,376,4019917,1410460
375,376,4019926,27010
375,376,4020236,9220.605
375,376,4020873,68566.592
375,376,4022601,210757.49
375,376,4022603,424864.453
375,376,4022687,1500
375,376,4022852,350542.021
375,376,4023641,15879.002
375,376,4023958,13533.636
375,376,4024059,106433.501
375,376,4024152,50205.623
375,376,4024177,2803.068
375,376,4024247,1403.515
375,376,4024703,161309.805
375,376,4024878,11197.222
375,376,4024928,5743.544
375,376,4025056,1038.443
375,376,4025063,1050.5
375,376,4025547,446855
375,376,4025738,7851.394
375,376,4025749,419481.315
375,376,4027399,273970.48
375,376,4027400,128535.447
375,376,4027410,161540.491
375,376,4027416,2783.292
375,376,4027425,169523.385
375,376,4027428,67127.996
375,376,4027438,56038.473
375,376,4027442,105430.697
375,376,4027443,7364.534
375,376,4029138,1087.189
375,376,4029161,9220.822
375,376,4029215,34764.4
375,376,4029315,1076.275
375,376,4029387,159805.123
375,376,4029883,24074.31
375,376,4033254,73152.336
375,376,4034110,1413124.982
375,376,4034986,7587.236
375,376,4035229,52132.157
375,376,4035890,7470.911
375,376,4037796,31341.685
375,376,4038425,555301.374
375,376,4039364,307216.989
375,376,4040721,1840.198
375,376,4043262,278460
375,376,4044285,46310.313
375,376,4044302,3076.311
375,376,4044305,4523.53
375,376,4044331,75752.1
375,376,4044858,155790.456
375,376,4044912,2021.229
375,376,4044914,45411.406
375,376,4045017,12439.016
375,376,4045650,7872.368
375,376,4045831,2001.824
375,376,4046085,1873288.61
375,376,4046087,1389.662
375,376,4046728,7732.482
375,376,4048660,12085.79
375,376,4048924,338668.799
375,376,4049128,134398.333
375,376,4050489,177655.527
375,376,4050768,9791.582
375,376,4051504,357591.073
375,376,4051651,2399.019
375,376,4052024,4246.093
375,376,4054252,2683560.732
375,376,4054254,229344.614
375,376,4054257,652255.954
375,376,4054259,63991.22
375,376,4054260,461697.577
375,376,4055157,6888.832
375,376,4055239,1917.783
375,376,4055913,43143.769
375,376,4056040,22793.256
375,376,4056236,3612.354
375,376,4056250,34134.846
375,376,4056413,19633.25
375,376,4057030,2514570.31
375,376,4057033,5508.076
375,376,4057709,104181.869
375,376,4057800,280359.04
375,376,4057829,16424.793
375,376,4057870,6710.652
375,376,4059510,295680
375,376,4059605,190779.43
375,376,4059796,2520443.969
375,376,4060419,325320
375,376,4060503,1249.725
375,376,4060622,36471.893
375,376,4060624,3010.993
375,376,4061244,28654.505
375,376,4064643,2606.8
375,376,4065627,2242.315
375,376,4066509,5040
375,376,4067071,21975.745
375,376,4069992,10523.957
375,376,4071328,226655
375,376,4071998,148903.411
375,376,4072089,9852.061
375,376,4072127,1728.549
375,376,4072624,21425.071
375,376,4072932,1160
375,376,4073629,13349.919
375,376,4073631,1592.604
375,376,4073656,29163.967
375,376,4075693,2454
375,376,4076158,234780.891
375,376,4076179,12582.308
375,376,4076189,54904.082
375,376,4080731,3977.666
375,376,4081605,14203.864
375,376,4082411,10395.621
375,376,4082815,3108.206
375,376,4082818,9710.065
375,376,4082834,7779.249
375,376,4083400,9352.985
375,376,4083447,1362.886
375,376,4083744,2503.47
375,376,4086183,21242.404
375,376,4087999,1611.678
375,376,4088250,16179.534
375,376,4089025,10666.418
375,376,4093603,2709.789
375,376,4094124,29787.898
375,376,4095005,4222
375,376,4098096,3095.547
375,376,4098110,22069.047
375,376,4098455,3622122.972
375,376,4098680,1731.629
375,376,4102948,191030.914
375,376,4104464,135562.593
375,376,4104476,24059.529
375,376,4104489,16267.376
375,376,4104505,21047.481
375,376,4104509,3644.586
375,376,4109522,5370.027
375,376,4109783,24430.5
375,376,4110283,27441.53
375,376,4111029,12383.475
375,376,4111038,4668.738
375,376,4111906,8794.25
375,376,4120417,115903.723
375,376,4124264,15120
375,376,4124370,8666.274
375,376,4126179,78983.701
375,376,4126192,1402.612
375,376,4126891,7996.46
375,376,4127643,1813.668
375,376,4128678,3907.23
375,376,4131376,11987.992
375,376,4133226,55920
375,376,4134586,5092.082
375,376,4136763,1623.271
375,376,4136885,1094.835
375,376,4139956,2244.1
375,376,4143835,37733.398
375,376,4144675,6714.141
375,376,4145350,6296.11
375,376,4145410,2433.76
375,376,4147834,1064.788
375,376,4155128,1778.356
375,376,4155581,3682.865
375,376,4158288,5766.695
375,376,4158714,48061.901
375,376,4159035,5407.735
375,376,4159329,1064.784
375,376,4159343,7513.576
375,376,4159536,18924.544
375,376,4160525,22123.683
375,376,4163362,4069.638
375,376,4164330,3801.921
375,376,4166778,2160.508
375,376,4166869,1039.577
375,376,4169205,59397.137
375,376,4170143,129289.525
375,376,4170637,10564.941
375,376,4170809,8795.101
375,376,4170920,6993.287
375,376,4174959,7166.224
375,376,4176219,4807.788
375,376,4179616,1665
375,376,4179814,3510.222
375,376,4179823,1631.635
375,376,4182027,26935.303
375,376,4186120,1061.617
375,376,4186290,4162
375,376,4191266,29860
375,376,4191466,2035.969
375,376,4192409,1403.217
375,376,4192413,17312.544
375,376,4192592,1436.953
375,376,4199397,8339.101
375,376,4200723,45620
375,376,4201370,35172.443
375,376,4201589,1434.374
375,376,4204539,3863.226
375,376,4209848,164680.024
375,376,4210518,1148.393
375,376,4211819,1084
375,376,4212439,13020.629
375,376,4212470,21671.847
375,376,4217077,15734.063
375,376,4217099,19553.153
375,376,4217649,7992.665
375,376,4217800,7671.844
375,376,4219820,2960
375,376,4219868,3336
375,376,4221493,8355
375,376,4222898,32916.921
375,376,4225552,6411.573
375,376,4227851,7325.854
375,376,4230404,10981.352
375,376,4230684,6121.701
375,376,4231030,2462.658
375,376,4231651,20815.66
375,376,4231890,16642.528
375,376,4236360,1054.903
375,376,4238897,15635.242
375,376,4239099,6605
375,376,4243368,2064.566
375,376,4243486,2584.796
375,376,4244041,2243.31
375,376,4246342,5938.719
375,376,4246741,34655.892
375,376,4247920,22009.103
375,376,4247933,4336.839
375,376,4247934,2696.678
375,376,4248250,1136.961
375,376,4249651,16221.955
375,376,4250177,21948.694
375,376,4252241,9372.963
375,376,4252829,4242.967
375,376,4254697,7362.071
375,376,4255121,86210.6
375,376,4257332,32824.416
375,376,4257857,14849.184
375,376,4258703,2391.223
375,376,4259773,11572.477
375,376,4260289,40715.904
375,376,4262601,341347.052
375,376,4263223,25830.218
375,376,4265461,3458.44
375,376,4265678,8520
375,376,4266003,18783.176
375,376,4267745,1158.384
375,376,4267895,9170
375,376,4270263,12021.816
375,376,4270845,1083.95
375,376,4270890,9885.95
375,376,4273408,1932.185
375,376,4274828,7389.135
375,376,4274956,6953.303
375,376,4274960,2593.024
375,376,4274963,2791.123
375,376,4274997,6502.769
375,376,4281529,4164.467
375,376,4281592,1651.639
375,376,4281973,10463.794
375,376,4283882,2034.036
375,376,4284059,4968.76
375,376,4285001,4666.019
375,376,4285005,6705.138
375,376,4287309,1847.701
375,376,4288374,4145.45
375,376,4292981,1940.12
375,376,4297311,321782.486
375,376,4301641,1163.554
375,376,4301672,4455.271
375,376,4302746,2141.574
375,376,4306225,12712.79
375,376,4308159,7986.505
375,376,4308809,6249.399
375,376,4311781,36424.323
375,376,4313458,8450
375,376,4316914,1144.7
375,376,4317894,2746.134
375,376,4321590,1561.604
375,376,4322535,14719.851
375,376,4323474,5227.568
375,376,4323547,72539.495
375,376,4323549,64598.157
375,376,4324411,77328.176
375,376,4327338,1874.546
375,376,4329554,1997.005
375,376,4329974,1860
375,376,4333006,2163.112
375,376,4335350,1315.55
375,376,4337393,6889.515
375,376,4337634,2577.874
375,376,4340040,23613.141
375,376,4342438,49399.633
375,376,4345810,1316.528
375,376,4346056,238538.606
375,376,4348960,3291.44
375,376,4350429,1800.7
375,376,4350721,4946.639
375,376,4353390,142782.408
375,376,4355234,17225.629
375,376,4363549,1376.735
375,376,4363555,3577.163
375,376,4363563,9301.38
375,376,4363597,9408.995
375,376,4363858,61281.952
375,376,4363898,70112
375,376,4364575,3381.774
375,376,4364952,1185.9
375,376,4366010,1080.593
375,376,4366427,2457.509
375,376,4366447,1320
375,376,4370214,2349.936
375,376,4372207,1919.793
375,376,4380018,83194.488
375,376,4387748,6643.13
375,376,4389797,10490.493
375,376,4389994,11300
375,376,4393293,18349.529
375,376,4396156,5069.256
375,376,4400174,3497.105
375,376,4402125,2510.9
375,376,4402164,67729.893
375,376,4403091,4381.169
375,376,4406168,4255.592
375,376,4406388,17105
375,376,4406392,2837.327
375,376,4410030,7597.727
375,376,4412481,2183.755
375,376,4415206,1024.321
375,376,4421353,1836.949
375,376,4427449,34581.787
375,376,4429606,2462.8
375,376,4432712,3029.786
375,376,4434136,5148.368
375,376,4437055,4981.274
375,376,4440863,18703
375,376,4440953,2955
375,376,4445029,24376.841
375,376,4445684,7337.649
375,376,4445720,666266.838
375,376,4446482,8581.273
375,376,4451250,24083.451
375,376,4452075,17923.698
375,376,4455265,2423.768
375,376,4460821,2000.684
375,376,4467050,51087.395
375,376,4483709,27362
375,376,4488621,1026.418
375,376,4503851,5058.546
375,1101,807,1189.823
375,1101,129899,3163.753
375,1101,171316,5402.166
375,1101,223626,1823.037
375,1101,242732,7925.334
375,1101,260551,245857.414
375,1101,276652,19576.816
375,1101,398977,12045.947
375,1101,399634,5945.337
375,1101,418963,12290.463
375,1101,422997,2103.512
375,1101,449859,1303.175
375,1101,457947,3386.466
375,1101,473140,3425.708
375,1101,499512,6727.817
375,1101,501730,1017.556
375,1101,520129,2389.919
375,1101,531450,1625.985
375,1101,534038,4123.562
375,1101,576845,1464.394
375,1101,576917,11561.139
375,1101,577911,2518.357
375,1101,655703,1122.392
375,1101,661848,1662.251
375,1101,698247,2051.088
375,1101,713904,192515
375,1101,722009,8718.252
375,1101,726692,3978.93
375,1101,729207,3175.853
375,1101,734451,2504.246
375,1101,753790,1051.028
375,1101,763447,2370.765
375,1101,769194,34249.473
375,1101,774687,247517.903
375,1101,777292,7286.813
375,1101,809940,5200.392
375,1101,814094,1773.627
375,1101,832072,1228.487
375,1101,847959,4147.005
375,1101,849260,45238.738
375,1101,853835,14076.358
375,1101,856459,1258.661
375,1101,857900,3099.98
375,1101,860321,1973.39
375,1101,860966,5570.4
375,1101,863484,1753.187
375,1101,867296,1634.332
375,1101,869276,4571.422
375,1101,882408,103263.671
375,1101,904674,1830.775
375,1101,943306,11406.809
375,1101,973970,1654.054
375,1101,985210,1137.966
375,1101,987860,1419.606
375,1101,991260,1783.652
375,1101,1000402,1482.775
375,1101,1003504,19246.089
375,1101,1012391,3033
375,1101,1019547,2631.972
375,1101,1024283,3224.293
375,1101,1032768,1188
375,1101,1038777,5185.381
375,1101,1045525,11836.652
375,1101,1055136,13543.253
375,1101,1055899,1418.448
375,1101,1089033,1339.126
375,1101,1097361,3175.157
375,1101,1103169,4970
375,1101,1104648,1185
375,1101,1106703,4103.359
375,1101,1127296,1354.466
375,1101,1132500,2214.84
375,1101,1133298,38750.518
375,1101,1154360,5843.098
375,1101,1157059,6173.407
375,1101,1169237,3711.684
375,1101,1176303,2890
375,1101,1185635,5146.849
375,1101,1189455,4038.4
375,1101,1206555,38525.52
375,1101,1218194,2422.174
375,1101,1220066,1902.897
375,1101,1337750,4509.287
375,1101,1345392,1575.65
375,1101,1345547,32713.185
375,1101,1357480,1693.21
375,1101,1359466,12591.33
375,1101,1376813,1992.529
375,1101,1382555,8326.663
375,1101,1388074,1634
375,1101,1395443,7534.954
375,1101,1395448,1734.895
375,1101,1400962,5944
375,1101,1403748,2411.992
375,1101,1403952,1374.991
375,1101,1404429,6568.771
375,1101,1406257,1790.438
375,1101,1409810,1310
375,1101,1410130,6126.59
375,1101,1410131,2436.139
375,1101,1415425,3823.969
375,1101,1416241,1105.498
375,1101,1416570,1911.631
375,1101,1420344,1059.95
375,1101,1427863,2950.654
375,1101,1428276,1075
375,1101,1429390,1058
375,1101,1440221,3202.153
375,1101,1440856,1270.828
375,1101,1455022,16575.685
375,1101,1458280,1290.854
375,1101,1460764,3352.5
375,1101,1461363,139286.429
375,1101,1463156,17058.681
375,1101,1463221,34606.132
375,1101,1464653,87418.211
375,1101,1464859,1143.978
375,1101,1472343,2801.859
375,1101,1475547,26645.17
375,1101,1475632,3270.788
375,1101,1478789,1402.528
375,1101,1488218,11719.95
375,1101,1489014,11940
375,1101,1491126,5781.731
375,1101,1496477,8922.373
375,1101,1501311,1145
375,1101,1501779,7686.673
375,1101,1503636,6347.943
375,1101,1508876,4987.66
375,1101,1509043,25279.128
375,1101,1513033,64581.915
375,1101,1515044,12840.771
375,1101,1519034,1290
375,1101,1522858,29526.391
375,1101,1526385,2260.05
375,1101,1532677,1827.474
375,1101,1535833,1073.29
375,1101,1540472,1036.13
375,1101,1547334,9993.684
375,1101,1549809,67051.54
375,1101,1551486,12319.874
375,1101,1554194,3700.721
375,1101,1561358,1496
375,1101,1561632,1442.65
375,1101,1562723,1461.138
375,1101,1567450,13899.98
375,1101,1576625,2120.162
375,1101,1578488,1624.199
375,1101,1579083,10773.105
375,1101,1582187,2694.924
375,1101,1584267,8097.425
375,1101,1589036,6110.695
375,1101,1593258,6198.755
375,1101,1596784,2078.085
375,1101,1599858,1983.132
375,1101,1600391,1576.593
375,1101,1602191,12086.538
375,1101,1603901,10584.438
375,1101,1609619,3220.489
375,1101,1610772,23745.573
375,1101,1610790,49761.221
375,1101,1610793,6004.242
375,1101,1614570,3784.38
375,1101,1620136,4535.496
375,1101,1629726,22272.326
375,1101,1631023,150845.206
375,1101,1638006,4418.411
375,1101,1645428,2688.223
375,1101,1660665,3388.944
375,1101,1666237,4038.674
375,1101,1671405,1719.777
375,1101,1672838,5618.706
375,1101,1675692,13315.734
375,1101,1678405,8779
375,1101,1681253,1807.625
375,1101,1686526,7532.901
375,1101,1693636,1833.694
375,1101,1702763,315283.113
375,1101,1711708,21962.054
375,1101,1730746,2133.207
375,1101,1732503,2790.254
375,1101,1734903,4129.3
375,1101,1807847,53736.798
375,1101,1811754,2459.393
375,1101,1815767,1386.647
375,1101,1817872,6813
375,1101,1826367,13214.972
375,1101,1834595,7160.724
375,1101,1834639,1640
375,1101,1838477,1310.824
375,1101,1838988,6196.216
375,1101,1843658,1394.155
375,1101,1844982,2210.56
375,1101,1849166,1636.277
375,1101,1849428,19970.438
375,1101,1850236,1183.197
375,1101,1853248,2472.393
375,1101,1855055,1225
375,1101,1855163,3074.04
375,1101,1859215,1787.515
375,1101,1864693,4894.116
375,1101,1874913,135311.353
375,1101,1875529,51672.501
375,1101,1876573,11206.516
375,1101,1886196,3670.526
375,1101,1892004,63143.177
375,1101,1905878,201356.805
375,1101,1907637,8320.79
375,1101,1918541,1978.841
375,1101,1919535,2587.185
375,1101,1926808,6866.486
375,1101,1931704,5948.662
375,1101,1932217,2123.487
375,1101,1942253,3630
375,1101,1954338,1819.818
375,1101,1956334,6916.408
375,1101,1957211,7289.921
375,1101,1977127,4271.511
375,1101,1978840,1895
375,1101,2005415,3244.755
375,1101,2007719,25790.541
375,1101,2018843,9886.914
375,1101,2030193,2475
375,1101,2047584,1658.6
375,1101,2050945,2323.623
375,1101,2056438,14741.333
375,1101,2066840,10403.636
375,1101,2069963,1475.522
375,1101,2072561,1496.276
375,1101,2102181,65692.201
375,1101,2110809,1689.64
375,1101,2120189,1569.324
375,1101,2125713,52823.601
375,1101,2125808,19508.242
375,1101,2126121,1309.76
375,1101,2137115,3034.68
375,1101,2138908,4438.418
375,1101,2139042,1977.366
375,1101,2150771,1346.76
375,1101,2155077,2354.3
375,1101,2172304,1222.339
375,1101,2173013,438384.093
375,1101,2178809,2080.062
375,1101,2179169,1955.229
375,1101,2182928,3129.855
375,1101,2184930,3650.714
375,1101,2188468,1220
375,1101,2189066,4942.38
375,1101,2193092,1787.197
375,1101,2193491,2185.027
375,1101,2200428,2166.581
375,1101,2208505,2263.721
375,1101,2217435,1006.209
375,1101,2220159,6227.885
375,1101,2223275,5262.352
375,1101,2230306,1246.292
375,1101,2231199,14914.038
375,1101,2236060,1246
375,1101,2239542,2117.145
375,1101,2239874,1562.658
375,1101,2241824,4683.253
375,1101,2249155,1698.834
375,1101,2253598,2410
375,1101,2268631,12431.214
375,1101,2268827,1935.387
375,1101,2270432,14443.963
375,1101,2271086,3803.035
375,1101,2272592,15875.89
375,1101,2283259,2006.326
375,1101,2288710,3380.425
375,1101,2291117,1578.539
375,1101,2292829,1318.558
375,1101,2297498,446273.093
375,1101,2298871,1188.921
375,1101,2299845,1000.467
375,1101,2306831,3057.487
375,1101,2313822,15857.878
375,1101,2336709,3199.617
375,1101,2339240,31931.083
375,1101,2357926,1688.538
375,1101,2362700,2256.194
375,1101,2376964,2727.095
375,1101,2381550,1598.102
375,1101,2393553,5590.917
375,1101,2400910,21192.614
375,1101,2405985,3472.037
375,1101,2409825,1308.777
375,1101,2423085,2594.276
375,1101,2423467,11933.416
375,1101,2437969,6424.972
375,1101,2439983,1494.611
375,1101,2446099,5893.59
375,1101,2451878,2793.555
375,1101,2458053,2293.8
375,1101,2461201,2013.128
375,1101,2463026,1930.796
375,1101,2463730,2723.89
375,1101,2466495,7254.52
375,1101,2468227,29219.136
375,1101,2472401,19825.818
375,1101,2477714,2527.942
375,1101,2481560,4502.841
375,1101,2486491,1612.138
375,1101,2489979,5630.79
375,1101,2503629,1308.121
375,1101,2509123,2657.1
375,1101,2509798,1580.893
375,1101,2513429,1331.629
375,1101,2515404,15688
375,1101,2521284,31547.443
375,1101,2522716,8491.409
375,1101,2525025,1388.284
375,1101,2528668,6123.621
375,1101,2538890,9700.289
375,1101,2540350,4476.612
375,1101,2542022,2838.481
375,1101,2544507,1099.233
375,1101,2547997,24991.119
375,1101,2566682,1402.344
375,1101,2567679,1805.231
375,1101,2567819,4578.511
375,1101,2568723,448512.082
375,1101,2591819,4235
375,1101,2603623,2695.144
375,1101,2609575,30208.114
375,1101,2616908,5317.852
375,1101,2619762,25644.397
375,1101,2624641,26636.092
375,1101,2625637,2366.696
375,1101,2626374,56769.339
375,1101,2628179,106594.261
375,1101,2648659,19970.469
375,1101,2667918,1198
375,1101,2668490,8410.927
375,1101,2679311,7016.673
375,1101,2681156,2416.56
375,1101,2683708,11159.45
375,1101,2691607,2820.744
375,1101,2691614,7215.067
375,1101,2692222,2543.194
375,1101,2698243,1821.325
375,1101,2710946,2567.414
375,1101,2720657,103381.09
375,1101,2720848,6457.327
375,1101,2724900,13400.144
375,1101,2729793,9388.41
375,1101,2730172,5029.646
375,1101,2731204,10541.407
375,1101,2742022,2464.457
375,1101,2742115,1001.361
375,1101,2743018,2529.538
375,1101,2745787,4289.12
375,1101,2746548,74901.549
375,1101,2752881,14102.563
375,1101,2755579,4157.575
375,1101,2757954,15505.104
375,1101,2760735,2604.953
375,1101,2762573,1096.97
375,1101,2774627,5847.89
375,1101,2778242,1688.701
375,1101,2786059,1453.398
375,1101,2797026,5709
375,1101,2800540,30052.438
375,1101,2813765,9136.878
375,1101,2817689,2683.002
375,1101,2823660,1123.107
375,1101,2838279,2719.51
375,1101,2838774,1515.894
375,1101,2842709,1654.531
375,1101,2844548,6652.781
375,1101,2846986,1951.385
375,1101,2854924,7506.08
375,1101,2866253,1208.518
375,1101,2871427,4416.332
375,1101,2871603,2285.827
375,1101,2873989,8947.466
375,1101,2876713,3855.722
375,1101,2876766,21909.911
375,1101,2879303,1230
375,1101,2884295,2908.139
375,1101,2888730,1956.902
375,1101,2894360,2318.262
375,1101,2898630,1467.714
375,1101,2916100,11042.988
375,1101,2927906,3539.774
375,1101,2936591,2690.867
375,1101,2942540,5812.171
375,1101,2944104,1199.508
375,1101,2947790,1496.257
375,1101,2948661,41284.975
375,1101,2954255,1023.879
375,1101,2954830,2402.412
375,1101,2955746,3235.207
375,1101,2957627,10785.553
375,1101,2957631,1306.572
375,1101,2959636,1120.096
375,1101,2962777,7585.581
375,1101,2965991,2489.094
375,1101,2969422,2884.018
375,1101,2971892,1354.254
375,1101,2971897,2023.15
375,1101,2983194,2557.264
375,1101,2989862,1425.185
375,1101,2992197,9098.541
375,1101,2997613,1653.938
375,1101,2999310,18780.656
375,1101,3010924,4696.686
375,1101,3014150,1808.248
375,1101,3014737,2185
375,1101,3021615,2038.941
375,1101,3022738,12904.386
375,1101,3023587,6849.974
375,1101,3023990,1027.198
375,1101,3025042,4600
375,1101,3027894,2754
375,1101,3035494,4722.153
375,1101,3036065,1979.187
375,1101,3037065,3869.812
375,1101,3044792,26575
375,1101,3048856,6693.56
375,1101,3049559,2180.915
375,1101,3049997,3151.615
375,1101,3055640,27637.303
375,1101,3057497,388093.781
375,1101,3057506,8023.976
375,1101,3060874,11186.059
375,1101,3062515,2678.7
375,1101,3068320,6023.789
375,1101,3069727,3136.584
375,1101,3070943,1864.006
375,1101,3071013,1901.93
