"PARENT_CATEGORY_CATEGORY_CODE","CHILD_CATEGORY_CATEGORY_CODE","ADVERTISER_CID","SUM(SUM_COMM_AMOUNT_USD)"
331,332,2793324,2167.812
331,332,2796552,4059.76
331,332,2797026,29850
331,332,2800540,62559.635
331,332,2805705,1875.86
331,332,2821123,1400.855
331,332,2823660,33022.767
331,332,2823765,1392.142
331,332,2826752,11282.07
331,332,2842051,7221.312
331,332,2842709,24111.127
331,332,2842866,2536.716
331,332,2843671,23030.125
331,332,2844548,14384.882
331,332,2844946,10307.241
331,332,2854924,15173.032
331,332,2866253,1092.272
331,332,2866670,1998.08
331,332,2871427,2620.9
331,332,2871603,1295.823
331,332,2872377,1578.923
331,332,2873989,2121.247
331,332,2875051,2421.026
331,332,2875076,2651.337
331,332,2876503,1675.241
331,332,2876713,80128.611
331,332,2876766,2742.456
331,332,2879303,3722.776
331,332,2884178,5488.833
331,332,2884295,11643.689
331,332,2890400,1876.149
331,332,2894314,2467.03
331,332,2894360,4475.52
331,332,2896650,6335.185
331,332,2898630,4899.826
331,332,2903374,2210
331,332,2905369,1317
331,332,2905841,1153.002
331,332,2906885,3315.548
331,332,2909821,16200
331,332,2910473,2947.327
331,332,2916100,4733.036
331,332,2936958,14737.573
331,332,2937062,1955
331,332,2942540,97546.685
331,332,2947790,2687.831
331,332,2948661,99883.719
331,332,2954255,64674.208
331,332,2957446,1908.724
331,332,2957627,25891.941
331,332,2957631,7363.674
331,332,2958418,19060.27
331,332,2959067,2021.294
331,332,2962777,93959.684
331,332,2970358,12621.27
331,332,2970799,2275.739
331,332,2971895,2297.911
331,332,2971897,43890.244
331,332,2988201,1734.496
331,332,2992197,8881.587
331,332,2995908,1392.16
331,332,2996815,1424.185
331,332,2999310,76857.389
331,332,2999324,5757.979
331,332,3009921,1826.575
331,332,3010924,5917.351
331,332,3014150,3943.368
331,332,3014737,3245.4
331,332,3015561,12472.363
331,332,3021615,9393.507
331,332,3022525,1297.604
331,332,3022738,4906.496
331,332,3023587,5042.55
331,332,3024930,5292.803
331,332,3027894,2192
331,332,3034536,8935.914
331,332,3035494,8224.672
331,332,3043463,14636.412
331,332,3044792,104850
331,332,3048856,3143.967
331,332,3049559,6749.602
331,332,3049997,1280.224
331,332,3054995,1473.324
331,332,3055405,1561.335
331,332,3055640,22308.641
331,332,3056145,23440.785
331,332,3057497,16389.948
331,332,3057506,5146.591
331,332,3058217,1818.447
331,332,3065612,1415
331,332,3069727,17971.963
331,332,3070943,3574.562
331,332,3071013,6185.295
331,332,3074634,16292.918
331,332,3092756,111894.321
331,332,3095168,3458.047
331,332,3102643,1339.076
331,332,3102957,3541.438
331,332,3103755,1743.58
331,332,3111411,61501.482
331,332,3115209,6095.776
331,332,3117602,1188.503
331,332,3121950,3629.764
331,332,3131812,2640
331,332,3132762,3732.519
331,332,3142111,4795
331,332,3144729,2930.476
331,332,3150741,13556.515
331,332,3153137,5141.479
331,332,3156338,2026.303
331,332,3158178,1042.477
331,332,3161041,4902.268
331,332,3163767,2274.327
331,332,3163922,170982.149
331,332,3164021,6622.911
331,332,3171004,2940.036
331,332,3172268,1122.484
331,332,3173941,6984.373
331,332,3175074,4666.872
331,332,3178763,2410.127
331,332,3181729,1050.25
331,332,3186496,7101.351
331,332,3193005,1327.822
331,332,3194603,17697.918
331,332,3202213,4026.736
331,332,3207844,1729.166
331,332,3213309,1010
331,332,3214875,4809.634
331,332,3222407,1700
331,332,3226127,6120.338
331,332,3228504,1051.532
331,332,3232944,17921.276
331,332,3234684,8020
331,332,3243166,1452.704
331,332,3252578,12119.177
331,332,3255191,3611.505
331,332,3259588,7762.069
331,332,3266946,77981.639
331,332,3272151,12723.579
331,332,3273383,5312.94
331,332,3276094,11244
331,332,3279736,23105.228
331,332,3286350,3282
331,332,3302976,1003.567
331,332,3316499,4810.784
331,332,3319446,6091.885
331,332,3331952,1422
331,332,3338227,1220.616
331,332,3348440,1151.817
331,332,3350021,8717.11
331,332,3350997,1097.593
331,332,3361226,10004.521
331,332,3378050,1936.072
331,332,3379721,43398.975
331,332,3381564,5640.207
331,332,3383804,1334.38
331,332,3383849,1417.357
331,332,3386711,25378.972
331,332,3387105,4250.166
331,332,3396639,51281.266
331,332,3401906,8167.186
331,332,3401969,22003.036
331,332,3407281,8011.985
331,332,3412620,3421.202
331,332,3414168,6050
331,332,3420776,12563.748
331,332,3427850,3890.637
331,332,3429071,2926.223
331,332,3429691,2802.766
331,332,3430470,1536.313
331,332,3437335,4282.125
331,332,3440565,2768.21
331,332,3447960,9406.163
331,332,3448167,36384.099
331,332,3449087,551608.905
331,332,3450927,1463.785
331,332,3468116,6442.567
331,332,3468748,4757.349
331,332,3471979,6358.879
331,332,3485886,3186.8
331,332,3485987,1395.975
331,332,3491460,2836.492
331,332,3498364,1774.693
331,332,3514367,2959.126
331,332,3517902,15277.339
331,332,3519202,2765.447
331,332,3522308,12796.59
331,332,3527643,2400
331,332,3528938,1905
331,332,3530144,1093.74
331,332,3534011,1074.054
331,332,3537363,1148.947
331,332,3541941,4960
331,332,3546818,25503.829
331,332,3553686,2114.363
331,332,3557279,2851.458
331,332,3567335,2235.832
331,332,3582767,8923.393
331,332,3588171,2785.899
331,332,3597060,1992.261
331,332,3604787,3333.72
331,332,3609731,3178.068
331,332,3616712,2896.051
331,332,3616732,1922.77
331,332,3616985,6586.157
331,332,3628193,6443.144
331,332,3632085,6298.558
331,332,3635222,144681.993
331,332,3635714,3961.302
331,332,3647757,1151.686
331,332,3655512,5463.611
331,332,3662048,27849.77
331,332,3677020,2450.921
331,332,3677123,25039.635
331,332,3678977,5083.645
331,332,3683615,139080.272
331,332,3686869,5229.956
331,332,3687358,7555.566
331,332,3692834,3088.622
331,332,3693591,1020
331,332,3693885,1120
331,332,3697187,73755
331,332,3701636,8880.517
331,332,3705521,1431.843
331,332,3714111,10940.899
331,332,3718229,2015.318
331,332,3719549,18638.043
331,332,3724478,170602.583
331,332,3733435,4030
331,332,3739701,24834.989
331,332,3743636,17017.598
331,332,3743656,13049.488
331,332,3746136,13064.198
331,332,3746510,5122.912
331,332,3750734,2058.497
331,332,3752192,9829.802
331,332,3768420,2922.558
331,332,3768562,8850.688
331,332,3773962,18398.23
331,332,3774619,19567.071
331,332,3776728,3972.295
331,332,3783238,1870.185
331,332,3788974,6878.025
331,332,3791265,4616.657
331,332,3792305,3879.098
331,332,3799556,6921.978
331,332,3801426,4106.395
331,332,3805502,7026.852
331,332,3810548,1469.437
331,332,3812192,2700
331,332,3817685,1590.285
331,332,3818674,34524.85
331,332,3818707,23219.014
331,332,3825478,3700.01
331,332,3827405,7129.846
331,332,3827418,20612.016
331,332,3827431,6141.312
331,332,3827438,10101.88
331,332,3827453,7455.995
331,332,3828832,3490
331,332,3831926,4056.797
331,332,3835168,3395.259
331,332,3838144,2353.431
331,332,3838354,4160
331,332,3840163,2389.296
331,332,3840488,2383.131
331,332,3840613,3912.505
331,332,3848495,10755.916
331,332,3851509,11084
331,332,3856659,7810
331,332,3857124,1205.019
331,332,3857152,2943.495
331,332,3858664,23547.673
331,332,3861911,68264.676
331,332,3869738,2285.155
331,332,3872323,6366.262
331,332,3873486,5165.03
331,332,3873488,12017.68
331,332,3886248,1560
331,332,3892542,2176.097
331,332,3894297,1823.662
331,332,3895296,8637
331,332,3906677,2863.462
331,332,3909103,1640.032
331,332,3909954,1030.784
331,332,3912481,1465.174
331,332,3915185,6657.178
331,332,3924578,2487.563
331,332,3929090,1795
331,332,3929865,2525.078
331,332,3931022,1282.292
331,332,3932116,8206.624
331,332,3940596,4445.705
331,332,3949104,1164.341
331,332,3949214,2656.235
331,332,3949225,2190.511
331,332,3949378,2041.218
331,332,3950273,5743.225
331,332,3953882,1233.213
331,332,3959424,1305.946
331,332,3970229,1237.58
331,332,3971834,4065.242
331,332,3978260,7771.837
331,332,3981305,2231.78
331,332,3983305,9954.062
331,332,3986614,1865
331,332,3987655,2354.396
331,332,3987786,1829.732
331,332,3987789,1435
331,332,3989874,3198.786
331,332,3991707,1376.459
331,332,3991880,4886.335
331,332,3992606,2810
331,332,3992613,39073.067
331,332,3999735,1762.494
331,332,4004239,13530
331,332,4007512,4405.133
331,332,4007667,14535.925
331,332,4008351,13025.936
331,332,4008588,9189.162
331,332,4009158,1222.296
331,332,4009162,13987.677
331,332,4009186,4330.902
331,332,4009935,1068.801
331,332,4010097,16640.825
331,332,4010327,3378.625
331,332,4013663,11680.048
331,332,4014359,3369.837
331,332,4014442,5308.67
331,332,4014494,2115.978
331,332,4014941,4364.607
331,332,4015451,2390.476
331,332,4016127,77259.195
331,332,4017900,5419.724
331,332,4017902,16989.325
331,332,4018060,1319.396
331,332,4018320,431593.342
331,332,4018453,8655.96
331,332,4018575,3030.525
331,332,4020032,2310
331,332,4022603,52111.405
331,332,4022852,5191.933
331,332,4024059,2098.909
331,332,4024152,3696.707
331,332,4024703,69422.645
331,332,4025547,438210
331,332,4025749,24201.622
331,332,4027399,13133.991
331,332,4027400,95121.919
331,332,4027410,6420.543
331,332,4027425,4029.503
331,332,4027428,2683.802
331,332,4027438,2083.569
331,332,4027442,3055.482
331,332,4027838,57707.801
331,332,4029215,1765.629
331,332,4033254,14734.963
331,332,4034110,22841.116
331,332,4039364,2879
331,332,4040721,4150.712
331,332,4044331,8446.807
331,332,4044858,89043.958
331,332,4046085,44361.328
331,332,4048924,2854.741
331,332,4049128,2774.006
331,332,4050489,4463.108
331,332,4050768,2131.969
331,332,4051395,1743.564
331,332,4051504,47166.31
331,332,4054207,1501.366
331,332,4054252,8496.388
331,332,4054254,6396.021
331,332,4054257,5534.555
331,332,4054260,8011.491
331,332,4055913,1148.52
331,332,4056413,2927
331,332,4057030,100603.13
331,332,4057033,2326.543
331,332,4057709,12827.188
331,332,4057800,3935.582
331,332,4057829,1102.225
331,332,4059510,93870
331,332,4059605,1046.201
331,332,4059796,47314.168
331,332,4060419,36170
331,332,4061244,7781.895
331,332,4064643,1618.5
331,332,4071328,2208
331,332,4071998,7576.322
331,332,4072089,1997.68
331,332,4081605,19403.207
331,332,4082815,1105.415
331,332,4089025,3730.996
331,332,4098110,9106.111
331,332,4098455,81301.618
331,332,4100125,1866.267
331,332,4110283,50440.77
331,332,4111029,4275.091
331,332,4111906,1960.32
331,332,4120417,3511.013
331,332,4124264,1252
331,332,4126179,3850.821
331,332,4126891,2243.478
331,332,4133226,17200
331,332,4134586,1062.4
331,332,4136885,4351.239
331,332,4138403,2234.4
331,332,4143835,7934.797
331,332,4158288,1002.008
331,332,4158714,4377.751
331,332,4165310,1075
331,332,4166778,2077.734
331,332,4170143,17627.485
331,332,4170920,1099.362
331,332,4186290,1580.3
331,332,4191266,1640
331,332,4192409,1005.763
331,332,4192413,1794.748
331,332,4200723,2600
331,332,4209848,1470.677
331,332,4212470,6435.463
331,332,4216313,1520
331,332,4217649,5731.612
331,332,4231651,3212.472
331,332,4239099,103414
331,332,4243294,15150
331,332,4243486,1449.514
331,332,4255121,1107.6
331,332,4266003,1540
331,332,4281592,7007.661
331,332,4288374,1100.8
331,332,4313458,1500
331,332,4323547,6301.027
331,332,4323549,1248.05
331,332,4353390,2266.509
331,332,4355234,4062.475
331,332,4366427,3366.221
331,332,4380018,2200.212
331,332,4389797,3374.82
331,332,4395908,16308.691
331,332,4437213,1542.019
331,332,4445029,9758.776
331,332,4445720,1981.061
331,332,4467050,8771.866
331,333,276652,2252.843
331,333,392130,3438.641
331,333,494998,17520.414
331,333,502178,10522.868
331,333,584642,5771.367
331,333,693552,4794
331,333,698247,1776.907
331,333,722009,1551.19
331,333,736742,136592
331,333,761885,7010.649
331,333,809940,3270.059
331,333,849260,3507.43
331,333,853835,7710.468
331,333,860430,1846.658
331,333,860966,11702.37
331,333,998086,36889.844
331,333,1018676,979302
331,333,1055136,3701.747
331,333,1064909,8221.148
331,333,1097361,97934.801
331,333,1103169,477741
331,333,1121438,95478
331,333,1132500,1668.194
331,333,1141919,8906.757
331,333,1157059,32504.386
331,333,1168542,4134.974
331,333,1176303,3305
331,333,1338756,74285.136
331,333,1359820,678262.5
331,333,1388074,24912
331,333,1426179,9711
331,333,1428276,4160
331,333,1440856,15548.967
331,333,1458280,45306.732
331,333,1466239,2600.967
331,333,1466535,1864.948
331,333,1489014,2495
331,333,1501263,3700.15
331,333,1513033,105239.432
331,333,1525519,108877.93
331,333,1561202,13980.028
331,333,1561632,53761.692
331,333,1562723,57740.257
331,333,1569747,1169.425
331,333,1576625,10434.735
331,333,1596784,11382.509
331,333,1600076,4775.852
331,333,1602109,5607.103
331,333,1607377,1033.028
331,333,1629726,1039.303
331,333,1631023,3213.879
331,333,1646298,12556.344
331,333,1678405,3720
331,333,1702763,3127.891
331,333,1753347,4273.185
331,333,1762860,6246
331,333,1768952,2060
331,333,1788210,1852.401
331,333,1799337,1877.764
331,333,1807847,1382.422
331,333,1826017,4234.014
331,333,1834639,7440
331,333,1838477,12772.023
331,333,1855055,1600
331,333,1874913,7881.488
331,333,1875529,21594.598
331,333,1875586,16817.997
331,333,1905878,127787.366
331,333,1926808,11440.891
331,333,1954338,30006.813
331,333,1957211,3201.63
331,333,1983932,7127.931
331,333,2005415,64826.651
331,333,2018843,102689.746
331,333,2069963,51818.945
331,333,2102181,6270887.476
331,333,2131516,2176.7
331,333,2137115,14449.291
331,333,2143811,298127.624
331,333,2143822,507060.061
331,333,2156235,169095.209
331,333,2156241,207251.527
331,333,2156256,223305.704
331,333,2156259,83447.923
331,333,2156263,74395.261
331,333,2156268,16441.653
331,333,2166096,68650
331,333,2168123,87650.505
331,333,2171884,2634.221
331,333,2171888,5103.994
331,333,2193499,27380.32
331,333,2223275,2285.689
331,333,2230306,15881.931
331,333,2265565,30544.546
331,333,2271086,49063.175
331,333,2272090,2224.371
331,333,2278967,1457.065
331,333,2292829,2400.821
331,333,2297498,1418.994
331,333,2313822,1753.044
331,333,2324734,2090
331,333,2344878,10725
331,333,2357926,7505.548
331,333,2381550,2685.494
331,333,2383215,2121.453
331,333,2383222,3020.847
331,333,2383234,4581.316
331,333,2395389,14152.947
331,333,2438816,1185
331,333,2443932,2265.05
331,333,2446099,3058.208
331,333,2452632,3535
331,333,2477527,31665
331,333,2489979,3546.076
331,333,2498435,11950.18
331,333,2503629,1008.713
331,333,2504056,3470
331,333,2509123,3061.8
331,333,2515404,1380
331,333,2518660,1396
331,333,2538056,14063.383
331,333,2538890,432770.496
331,333,2547997,58114.367
331,333,2561038,17360
331,333,2568723,1507.841
331,333,2591819,33330
331,333,2619820,31743.059
331,333,2624620,23983.632
331,333,2638058,1265
331,333,2660710,3098.671
331,333,2668440,11413.781
331,333,2696047,10325
331,333,2719690,114395.71
331,333,2757954,12288.426
331,333,2796552,9595.06
331,333,2797026,7320
331,333,2810589,18010
331,333,2821123,1412.822
331,333,2833145,1159.808
331,333,2842709,12848
331,333,2848872,1700
331,333,2860182,6421.516
331,333,2875744,1095.823
331,333,2903374,1040
331,333,2905841,16007.909
331,333,2929041,1012.068
331,333,2937062,1125
331,333,2943263,7927.18
331,333,2948661,3518.774
331,333,2996815,7754.327
331,333,3005438,1135.563
331,333,3005457,1216.678
331,333,3005467,1183.648
331,333,3011980,3115.286
331,333,3014150,1176.18
331,333,3014737,3145.25
331,333,3022407,1039.54
331,333,3025042,2000
331,333,3044792,1835
331,333,3052006,13900
331,333,3086012,4230
331,333,3092756,6853.816
331,333,3102957,1330.316
331,333,3111411,83332.373
331,333,3115209,21829.232
331,333,3115217,5699.738
331,333,3124983,33820.398
331,333,3131812,6375
331,333,3136936,7090.554
331,333,3142111,11067.5
331,333,3144729,5768.211
331,333,3179724,58156.387
331,333,3179838,16622.1
331,333,3194603,313932.981
331,333,3194883,646907.505
331,333,3266946,120172.496
331,333,3273383,5213.492
331,333,3274216,1419.5
331,333,3300610,1411.073
331,333,3323178,2841
331,333,3348431,4681.748
331,333,3350997,8476.856
331,333,3386711,13630.483
331,333,3393442,1752.9
331,333,3393483,38820
331,333,3413974,1868.216
331,333,3414168,5685
331,333,3423512,4014.156
331,333,3436120,40391.971
331,333,3446983,3798
331,333,3447960,1923.847
331,333,3454973,2010.201
331,333,3468116,1144.997
331,333,3468748,32012.59
331,333,3519202,2619.898
331,333,3564589,5876.939
331,333,3579758,26140.459
331,333,3579991,52719.266
331,333,3579999,37736.442
331,333,3649486,1276.333
331,333,3687358,1485.849
331,333,3692834,4087.652
331,333,3697187,1575
331,333,3718229,1391.633
331,333,3719549,1727926.727
331,333,3743656,46928.697
331,333,3745700,3091
331,333,3746510,1182.111
331,333,3770605,2352.259
331,333,3774518,5670.004
331,333,3781847,33795.988
331,333,3785010,2049.883
331,333,3791496,11272.266
331,333,3793521,1200
331,333,3812192,3400
331,333,3812999,5267.625
331,333,3824326,132482.347
331,333,3825478,4198.976
331,333,3836079,68250
331,333,3906677,2251.972
331,333,3924578,40285.076
331,333,3978260,6839.133
331,333,3986614,6675
331,333,3999438,1077.961
331,333,4005866,1419093
331,333,4012682,11373.75
331,333,4018548,2954.829
331,333,4018617,1149.23
331,333,4019917,4740345
331,333,4019926,32400
331,333,4020032,13635
331,333,4025547,10826244
331,333,4043267,27000
331,333,4055157,1901.677
331,333,4059510,9420
331,333,4061244,1337.086
331,333,4069941,2832.713
331,333,4075693,1143
331,333,4110283,7401.704
331,333,4110887,1624.508
331,333,4127643,7670.31
331,333,4136885,1731.204
331,333,4143835,2502.454
331,333,4186290,5017.2
331,333,4200723,7610
331,333,4249230,17507.901
331,333,4313458,6450
331,333,4324204,4095
331,333,4345142,1633.107
331,333,4385284,1530.656
331,334,418963,8225.454
331,334,1055136,2757.059
331,334,1338756,2088
331,334,1359820,2070.789
331,334,1460764,1300
331,334,1513033,5507.402
331,334,1807847,21731.046
331,334,1957211,3148.779
331,334,2270432,2105.444
331,334,2534397,59983.089
331,334,2619820,13626.168
331,334,3096409,4947.173
331,334,3111411,23792.522
331,334,3266946,1233.87
331,334,3662048,2661.141
331,334,4027400,38984.781
331,334,4071328,35730
331,397,807,1818.921
331,397,129899,3286.725
331,397,237343,1068.315
331,397,242732,371822.668
331,397,260551,133853.256
331,397,276652,5315.54
331,397,398977,11670.761
331,397,399634,13859.719
331,397,418963,66676.039
331,397,457947,9228.005
331,397,464089,2289.882
331,397,473140,19289.984
331,397,494998,1448.612
331,397,499512,8027.186
331,397,531450,1389.316
331,397,534038,16302.702
331,397,577911,3293.65
331,397,584642,1186.681
331,397,634218,4816.421
331,397,698247,9009.165
331,397,713904,228575
331,397,722009,11378.573
331,397,726692,1603.309
331,397,758183,3189.391
331,397,769194,87834.574
331,397,774687,56695.95
331,397,777292,3434.902
331,397,804819,2612.355
331,397,809940,13205.231
331,397,820608,1250.857
331,397,821162,1492.632
331,397,829234,1092.429
331,397,847959,8368.857
331,397,849260,80502.85
331,397,853835,9955.965
331,397,854349,3333.684
331,397,856459,1044.376
331,397,860966,6976.972
331,397,863484,2443.878
331,397,867296,5108.86
331,397,869276,6544.303
331,397,882408,40925.852
331,397,904674,24494.297
331,397,943306,1192.066
331,397,973970,2390.13
331,397,987860,13811.252
331,397,991260,4789.546
331,397,996479,1214.801
331,397,998086,23917.157
331,397,1003504,2167.354
331,397,1018676,74048
331,397,1019547,1982.515
331,397,1024283,4349.841
331,397,1027018,8420
331,397,1038777,18225.44
331,397,1045525,28690.778
331,397,1055136,72071.615
331,397,1089033,3222.047
331,397,1097361,11680.442
331,397,1097768,2159.687
331,397,1101742,2477.516
331,397,1104648,1440
331,397,1121438,11495
331,397,1125366,45900
331,397,1127296,4880.895
331,397,1132500,15496.394
331,397,1133298,95891.481
331,397,1151445,2404.984
331,397,1154360,46472.411
331,397,1157059,1420.522
331,397,1169237,18232.258
331,397,1176303,3215
331,397,1185635,8339.012
331,397,1186848,2569.018
331,397,1206555,81060.552
331,397,1220066,1419.844
331,397,1227577,1080
331,397,1227578,1230
331,397,1337750,11134.586
331,397,1345547,10328.774
331,397,1357480,1139.364
331,397,1359466,5027.547
331,397,1359820,18425.211
331,397,1369872,5394.98
331,397,1376813,44511.407
331,397,1379744,1692
331,397,1382555,67710.472
331,397,1395443,17166.372
331,397,1395448,7133.459
331,397,1403748,1546.827
331,397,1403952,1120.328
331,397,1404429,5077.948
331,397,1406257,3616.212
331,397,1410130,45644.808
331,397,1413722,2177.716
331,397,1415425,1555.023
331,397,1416241,1102.325
331,397,1420344,12158.68
331,397,1426179,2962.355
331,397,1427863,5362.231
331,397,1429390,2023
331,397,1438877,2083.688
331,397,1440221,12694.885
331,397,1440856,6260.475
331,397,1455022,22166.276
331,397,1458280,9739.767
331,397,1461363,1005016.766
331,397,1463156,10126.995
331,397,1463221,82548.278
331,397,1464653,856333.864
331,397,1466239,2766.245
331,397,1472343,10520.232
331,397,1475547,21969.384
331,397,1475632,6622.857
331,397,1478789,1158.17
331,397,1480012,2185.642
331,397,1485184,3550
331,397,1488218,25271.498
331,397,1489014,141050
331,397,1489356,1570.856
331,397,1491126,14349.816
331,397,1496477,42636.496
331,397,1501779,64809.074
331,397,1503636,32721.055
331,397,1508876,1827.977
331,397,1509043,18898.676
331,397,1509223,1561.034
331,397,1513033,1508252.532
331,397,1515044,8928.89
331,397,1519034,52225
331,397,1522858,4741.704
331,397,1525519,1025.683
331,397,1526077,2323.785
331,397,1526385,20908.521
331,397,1532677,2810.179
331,397,1540472,31090.614
331,397,1547334,1059990.776
331,397,1549809,93005.284
331,397,1551486,4904.455
331,397,1554194,3997.068
331,397,1561632,12176.915
331,397,1562723,6575.809
331,397,1569747,5862.45
331,397,1571785,1913.502
331,397,1576625,9701.031
331,397,1578488,1411.553
331,397,1579083,103422.178
331,397,1582187,7173.609
331,397,1584790,1544.093
331,397,1589036,88030.64
331,397,1589787,1560.813
331,397,1593258,16450.568
331,397,1596784,10802.128
331,397,1599858,4609.497
331,397,1602191,11463.467
331,397,1603901,31061.207
331,397,1605893,22271.66
331,397,1609619,5118.549
331,397,1610772,58763.42
331,397,1610790,62019.415
331,397,1610793,46259.975
331,397,1614570,24578.8
331,397,1615076,37353.358
331,397,1629726,110690.938
331,397,1631023,331703.497
331,397,1633921,12391.183
331,397,1642106,1320.273
331,397,1648018,5390.803
331,397,1656602,5082.226
331,397,1660665,2291.291
331,397,1664191,3042.098
331,397,1666237,7803.898
331,397,1671405,33254.79
331,397,1672838,7487.94
331,397,1675692,188207.614
331,397,1678405,15080
331,397,1686526,8675.215
331,397,1693636,1358.46
331,397,1694038,1683.562
331,397,1702763,463946.176
331,397,1703616,1442.728
331,397,1711708,48738.897
331,397,1730746,2734.12
331,397,1732503,2183.294
331,397,1734903,18248.944
331,397,1749985,1608.508
331,397,1766066,1226.366
331,397,1769310,1094.679
331,397,1779394,1655.282
331,397,1785676,3293.411
331,397,1791188,33607.75
331,397,1807847,1090124.265
331,397,1817872,3072.6
331,397,1826017,4522.532
331,397,1826367,36456.247
331,397,1831089,2607.426
331,397,1834595,22889.579
331,397,1838789,3634.169
331,397,1843658,3287.535
331,397,1844915,4738.603
331,397,1844982,1349.671
331,397,1845757,25609.774
331,397,1849428,22721.552
331,397,1855055,10150
331,397,1855163,1196.775
331,397,1858393,24803.169
331,397,1859215,3095.341
331,397,1864693,5361.8
331,397,1874913,529377.473
331,397,1875529,136806.966
331,397,1876573,3451.997
331,397,1886196,11801.355
331,397,1892004,62255.376
331,397,1896463,10440
331,397,1904895,1537.597
331,397,1905878,559296.43
331,397,1907637,1576.046
331,397,1909730,1028.867
331,397,1913173,3023.262
331,397,1918541,6663.705
331,397,1926808,4392.105
331,397,1929816,20670.906
331,397,1931704,8815.73
331,397,1932217,5699.521
331,397,1933569,1755
331,397,1942253,6585
331,397,1953927,2321.183
331,397,1954338,8441.392
331,397,1956334,4464.619
331,397,1956875,5090
331,397,1957211,759515.41
331,397,1973680,1105.104
331,397,1977127,8440.505
331,397,2002791,2405.217
331,397,2005415,16642.385
331,397,2007719,119665.965
331,397,2011341,2728.652
331,397,2018843,21999.593
331,397,2036413,8678.315
331,397,2050945,8333.793
331,397,2056438,2225.341
331,397,2061797,1460.471
331,397,2069963,11656.955
331,397,2088604,6082.95
331,397,2096562,1712.182
331,397,2102181,56310.866
331,397,2110809,3072.22
331,397,2117255,1272.815
331,397,2120189,13031.421
331,397,2120797,1321.708
331,397,2125713,2022.59
331,397,2125808,436078.176
331,397,2126121,2745.573
331,397,2137115,1497.627
331,397,2138908,3429.138
331,397,2139042,1734.827
331,397,2172304,8134.415
331,397,2173013,143761.75
331,397,2182928,3025.667
331,397,2184178,4029.979
331,397,2188468,1670
331,397,2189066,2204.591
331,397,2193092,9076.109
331,397,2193491,6252.502
331,397,2202848,1760.167
331,397,2217435,2436.418
331,397,2218454,16817.068
331,397,2220159,33438.983
331,397,2226687,3880
331,397,2231199,3028.166
331,397,2234018,3840.083
331,397,2239874,4123.883
331,397,2241824,3716.564
331,397,2249155,2049.358
331,397,2259013,17519.877
331,397,2262084,2225.297
331,397,2265565,4111.321
331,397,2268631,93821.498
331,397,2270432,83317.915
331,397,2271086,11027.442
331,397,2272592,34113.88
331,397,2278967,10720.394
331,397,2279881,103810.947
331,397,2283259,4934.992
331,397,2288710,4181.395
331,397,2292829,2482.465
331,397,2297498,508976.547
331,397,2298871,5140.202
331,397,2306831,1412.854
331,397,2324734,1320
331,397,2326608,1170.602
331,397,2326708,1526.49
331,397,2335549,106203.718
331,397,2336709,12430.774
331,397,2339240,77807.642
331,397,2343701,3414.51
331,397,2344878,1275
331,397,2352856,28221.903
331,397,2362700,4187.652
331,397,2366516,2065.246
331,397,2374506,4796.62
331,397,2376964,63450.198
331,397,2381116,4940.04
331,397,2382983,12287.679
331,397,2393553,15696.003
331,397,2400910,5888.113
331,397,2405985,3885.537
331,397,2408916,1020
331,397,2409825,1106.927
331,397,2422401,2682.168
331,397,2431943,1481.355
331,397,2437969,1561.686
331,397,2438816,1300
331,397,2439983,8763.555
331,397,2446099,15985.816
331,397,2449033,1095.629
331,397,2449129,1981.783
331,397,2451878,5949.329
331,397,2458053,1476.3
331,397,2461201,1421.964
331,397,2461402,32131.979
331,397,2461829,4989.683
331,397,2463026,3406.358
331,397,2463730,6749.32
331,397,2466495,56912.042
331,397,2472401,5100.428
331,397,2477714,1302.4
331,397,2481560,8325.559
331,397,2486491,6784.372
331,397,2489979,10170.481
331,397,2503629,33304.454
331,397,2503687,6939.256
331,397,2504056,1570
331,397,2506827,1106.936
331,397,2511859,1106.855
331,397,2513429,2916.713
331,397,2515404,15905
331,397,2521284,10955.514
331,397,2525025,2066.039
331,397,2534397,45697.277
331,397,2538890,6427.674
331,397,2540350,5306.703
331,397,2542022,75134.594
331,397,2544507,1217.18
331,397,2544758,9533.547
331,397,2547997,27715.15
331,397,2557214,1372.477
331,397,2566682,7376.17
331,397,2567819,2408.331
331,397,2568723,97520.341
331,397,2590430,2021.695
331,397,2590972,1376.841
331,397,2592965,1356.665
331,397,2597451,12604.971
331,397,2603623,15819.876
331,397,2605844,9736.066
331,397,2606886,3127.101
331,397,2609575,96108.078
331,397,2616908,22493.855
331,397,2619762,18163.39
331,397,2624641,16363.973
331,397,2624644,1800.812
331,397,2626374,223962.169
331,397,2628179,182478.498
331,397,2648659,19133.868
331,397,2667918,4332
331,397,2668490,3809.84
331,397,2679311,3372.84
331,397,2681156,1095.84
331,397,2683708,12214.698
331,397,2690199,1764
331,397,2691601,2271.421
331,397,2691607,4393.6
331,397,2691614,1595.46
331,397,2692680,1031.826
331,397,2697082,2502.105
331,397,2710946,11308.005
331,397,2719020,3640
331,397,2719690,1081.8
331,397,2720657,35819.405
331,397,2720848,1295.398
331,397,2723219,2567.285
331,397,2724803,6232.4
331,397,2724900,1801.488
331,397,2725075,2686
331,397,2728387,1861.906
