"COMPANY","ID","CATEGORY"
4562101,7845244,410
4562101,7845587,410
4562101,7846189,391
4562102,7845245,374
4562103,7845246,416
4562104,7845247,346
4562105,7845248,380
4562106,7845250,329
4562106,7845341,1022
4562106,7845344,333
4562106,7845345,333
4562106,7845346,329
4562108,7845251,333
4562111,7845253,661
4562112,7845254,416
4562113,7845255,410
4562119,7845258,386
4562120,7845261,312
4562121,7845262,320
4562122,7845263,1105
4562124,7845264,307
4562125,7845265,410
4562127,7845267,350
4562127,7845293,350
4562128,7845270,397
4562130,7845272,392
4562131,7845273,381
4562132,7845274,410
4562134,7845275,581
4562136,7845277,345
4562137,7845278,1022
4562139,7845280,1022
4562140,7845281,316
4562141,7845282,981
4562142,7845283,350
4562143,7845285,374
4562144,7845286,322
4562146,7845288,406
4562149,7845291,307
4562153,7845292,354
4562157,7845294,336
4562158,7845295,1022
4562159,7845296,323
4562161,7845299,501
4562163,7845300,420
4562163,7845313,420
4562164,7845302,317
4562165,7845303,374
4562166,7845304,1044
4562167,7845305,332
4562168,7845306,317
4562169,7845307,325
4562169,7845385,376
4562170,7845308,306
4562171,7845309,371
4562173,7845310,1047
4562174,7845311,316
4562174,7845353,358
4562175,7845312,581
4562176,7845314,381
4562177,7845315,305
4562178,7845316,392
4562179,7845317,461
4562180,7845318,306
4562181,7845319,316
4562183,7845321,1022
4562184,7845322,374
4562185,7845323,395
4562187,7845325,581
4562188,7845326,376
4562190,7845329,316
4562191,7845331,343
4562192,7845333,312
4562193,7845334,397
4562194,7845335,310
4562195,7845336,416
4562196,7845338,418
4562197,7845340,370
4562198,7845342,381
4562199,7845343,311
4562201,7845348,312
4562201,7845370,501
4562202,7845349,386
4562203,7845350,393
4562207,7845352,406
4562208,7845354,310
4562209,7845355,312
4562210,7845357,397
4562211,7845358,381
4562212,7845360,317
4562213,7845363,416
4562214,7845365,305
4562215,7845366,762
4562217,7845368,395
4562219,7845371,313
4562220,7845372,701
4562223,7845373,350
4562224,7845374,302
4562224,7845405,369
4562226,7845375,561
4562226,7845516,391
4562227,7845376,333
4562228,7845377,981
4562229,7845378,381
4562230,7845379,370
4562231,7845380,1105
4562233,7845382,322
4562236,7845383,359
4562237,7845384,1040
4562238,7845386,410
4562241,7845387,397
4562242,7845388,342
4562243,7845389,406
4562244,7845390,316
4562245,7845392,409
4562246,7845393,1041
4562247,7845394,360
4562248,7845395,380
4562249,7845396,1052
4562250,7845397,316
4562251,7845398,369
4562252,7845399,661
4562253,7845400,316
4562254,7845402,312
4562255,7845403,373
4562257,7845404,328
4562258,7845406,310
4562259,7845407,320
4562260,7845408,306
4562260,7845422,306
4562261,7845410,306
4562263,7845411,581
4562263,7845421,369
4562265,7845412,316
4562266,7845413,336
4562267,7845414,379
4562268,7845415,355
4562269,7845416,323
4562270,7845417,395
4562271,7845418,371
4562272,7845419,360
4562272,7845428,369
4562273,7845420,418
4562274,7845423,421
4562275,7845424,310
4562275,7845438,310
4562276,7845425,762
4562276,7845433,391
4562278,7845426,347
4562279,7845427,386
4562284,7845429,306
4562285,7845430,393
4562286,7845431,374
4562287,7845432,400
4562288,7845435,386
4562289,7845436,381
4562289,7845444,381
4562290,7845437,323
4562290,7845441,323
4562291,7845439,376
4562291,7845448,322
4562292,7845440,420
4562296,7845442,421
4562297,7845443,1022
4562298,7845445,324
4562298,7845454,324
4562299,7845446,376
4562299,7845469,376
4562300,7845447,1027
4562301,7845450,395
4562302,7845451,349
4562303,7845452,802
4562304,7845453,312
4562306,7845457,409
4562306,7845460,374
4562307,7845458,386
4562309,7845459,409
4562309,7845486,374
4562311,7845461,381
4562312,7845462,386
4562313,7845463,409
4562314,7845464,621
4562315,7845465,1022
4562316,7845466,323
4562317,7845467,333
4562318,7845468,379
4562319,7845470,316
4562320,7845471,409
4562321,7845472,1046
4562322,7845474,392
4562323,7845475,381
4562324,7845477,323
4562328,7845480,307
4562329,7845483,1041
4562332,7845487,329
4562333,7845488,409
4562334,7845489,581
4562334,7847019,399
4562335,7845490,762
4562336,7845491,367
4562336,7845494,367
4562337,7845492,374
4562341,7845495,406
4562342,7845496,322
4562343,7845497,395
4562344,7845498,381
4562345,7845499,316
4562345,7845515,316
4562345,7845521,320
4562346,7845500,1022
4562347,7845501,395
4562348,7845503,316
4562352,7845506,1038
4562355,7845508,346
4562355,7845522,391
4562358,7845509,329
4562361,7845510,381
4562362,7845511,1022
4562363,7845513,311
4562364,7845514,581
4562366,7845523,395
4562368,7845524,349
4562369,7845525,333
4562370,7845532,387
4562371,7845538,354
4562374,7845539,1022
4562374,7845552,1022
4562375,7845540,421
4562376,7845542,581
4562377,7845543,409
4562378,7845544,316
4562379,7845545,316
4562380,7845546,369
4562381,7845547,392
4562382,7845548,354
4562384,7845549,621
4562385,7845554,387
4562386,7845556,322
4562387,7845557,397
4562388,7845560,1047
4562389,7845561,1046
4562390,7845562,301
4562391,7845563,369
4562392,7845564,316
4562394,7845565,305
4562395,7845566,323
4562396,7845567,393
4562396,7846320,328
4562397,7845568,409
4562398,7845569,404
4562399,7845570,1044
4562401,7845571,305
4562402,7845572,313
4562403,7845573,319
4562404,7845574,1022
4562406,7845575,409
4562408,7845576,1022
4562409,7845579,384
4562409,7845746,384
4562410,7845581,381
4562411,7845582,381
4562413,7845583,312
4562415,7845584,302
4562416,7845585,389
4562417,7845586,323
4562418,7845588,409
4562419,7845590,373
4562420,7845591,1040
4562421,7845592,311
4562421,7845727,311
4562422,7845593,410
4562423,7845594,409
4562424,7845596,380
4562425,7845598,409
4562426,7845599,339
4562428,7845601,334
4562429,7845602,323
4562430,7845603,1022
4562431,7845604,406
4562432,7845605,360
4562433,7845606,316
4562434,7845608,316
4562435,7845609,319
4562436,7845610,381
4562437,7845611,316
4562438,7845612,406
4562439,7845613,360
4562440,7845614,1051
4562441,7845615,1022
4562442,7845616,397
4562443,7845617,1022
4562445,7845620,395
4562447,7845621,741
4562448,7845622,409
4562449,7845623,374
4562450,7845624,313
4562451,7845625,312
4562452,7845626,343
4562453,7845628,1033
4562454,7845631,307
4562457,7845633,316
4562459,7845634,397
4562461,7845635,1022
4562462,7845637,1044
4562463,7845638,385
4562464,7845639,323
4562465,7845643,337
4562465,7845656,337
4562466,7845644,316
4562467,7845645,350
4562469,7845647,381
4562470,7845648,420
4562471,7845649,384
4562472,7845650,329
4562473,7845654,380
4562476,7845655,409
4562476,7845711,409
4562477,7845657,316
4562478,7845658,762
4562480,7845659,332
4562482,7845661,319
4562482,7845702,319
4562482,7845704,325
4562484,7845662,306
4562485,7845663,316
4562487,7845664,392
4562488,7845665,410
4562489,7845666,441
4562490,7845667,581
4562491,7845668,316
4562492,7845701,301
4562493,7845703,329
4562494,7845706,395
4562495,7845710,395
4562497,7845712,1046
4562498,7845713,307
4562498,7845716,307
4562498,7845861,1046
4562498,7845862,332
4562499,7845715,416
4562500,7845717,1022
4562501,7845718,415
4562502,7845720,581
4562503,7845721,380
4562504,7845722,378
4562506,7845724,336
4562507,7845725,376
4562508,7845726,1044
4562509,7845728,323
4562510,7845729,323
4562511,7845734,392
4562512,7845736,621
4562514,7845740,312
4562515,7845741,1022
4562516,7845743,1022
4562516,7845745,1022
4562517,7845744,316
4562518,7845747,385
4562519,7845748,360
4562520,7845750,312
4562521,7845752,1022
4562522,7845755,395
4562523,7845756,385
4562524,7845757,386
4562525,7845758,332
4562526,7845759,1022
4562527,7845760,316
4562528,7845762,362
4562529,7845763,307
4562530,7845764,360
4562531,7845765,319
4562532,7845766,386
4562533,7845768,310
4562534,7845769,1047
4562535,7845770,316
4562536,7845771,385
4562537,7845773,404
4562538,7845775,1046
4562539,7845776,380
4562540,7845777,404
4562541,7845778,1022
4562542,7845779,395
4562544,7845780,762
4562544,7848669,762
4562544,7848670,417
4562544,7848671,417
4562544,7848672,417
4562544,7848674,416
4562544,7848675,417
4562544,7848676,417
4562544,7848678,762
4562544,7848687,417
4562544,7848689,418
4562544,7848690,404
4562544,7848692,417
4562547,7845781,323
4562548,7845782,307
4562549,7845783,1022
4562550,7845784,385
4562551,7845785,354
4562553,7845786,312
4562554,7845787,316
4562555,7845789,329
4562555,7845800,376
4562556,7845790,395
4562557,7845793,1046
4562558,7845795,333
4562559,7845796,307
4562560,7845798,581
4562561,7845799,621
4562562,7845801,601
4562565,7845802,323
4562566,7845803,380
4562567,7845804,310
4562568,7845805,416
4562569,7845806,316
4562570,7845807,342
4562572,7845808,408
4562577,7845809,409
4562579,7845810,581
4562583,7845811,316
4562584,7845812,762
4562585,7845813,421
4562586,7845814,1022
4562587,7845815,359
4562589,7845817,307
4562590,7845818,386
4562596,7845821,329
4562603,7845822,410
4562604,7845823,397
4562605,7845824,392
4562606,7845825,342
4562607,7845826,409
4562608,7845827,1022
4562610,7845828,1022
4562611,7845829,329
4562612,7845830,1048
4562614,7845832,345
4562615,7845833,336
4562616,7845834,397
4562618,7845837,386
4562619,7845838,371
4562620,7845839,381
4562620,7845844,381
4562621,7845840,301
4562624,7845841,416
4562625,7845842,1141
4562626,7845843,378
4562627,7845845,316
4562628,7845847,381
4562629,7845848,310
4562630,7845849,316
4562631,7845851,323
4562632,7845852,1022
4562634,7845857,325
4562636,7845858,1022
4562637,7845859,323
4562638,7845860,380
4562639,7845864,316
4562640,7845866,374
4562641,7845867,323
4562643,7845868,333
4562644,7845869,307
4562645,7845870,381
4562648,7845872,641
4562649,7845873,319
4562650,7845874,1040
4562651,7845875,881
4562651,7845921,881
4562652,7845876,316
4562653,7845877,360
4562654,7845878,316
4562655,7845880,641
4562656,7845882,397
4562657,7845884,317
4562658,7845885,1038
4562660,7845887,323
4562661,7845889,381
4562662,7845890,323
4562663,7845892,416
4562664,7845893,329
4562666,7845896,701
4562667,7845897,390
4562668,7845899,323
4562669,7845900,421
4562671,7845903,581
4562672,7845904,1048
4562673,7845905,316
4562674,7845906,316
4562675,7845907,360
4562683,7845909,409
4562684,7845910,374
4562687,7845912,385
4562688,7845913,406
4562689,7845914,319
4562690,7845915,1022
4562694,7845916,410
4562695,7845917,323
4562696,7845918,1022
4562697,7845920,1040
4562698,7845922,374
4562700,7845923,392
4562701,7845924,374
4562701,7845942,385
4562702,7845925,316
4562706,7845926,316
4562708,7845928,301
4562710,7845930,381
4562712,7845931,581
4562713,7845932,410
4562713,7845938,316
4562713,7845950,306
4562713,7845951,316
4562715,7845933,333
4562716,7845935,325
4562717,7845936,581
4562718,7845937,333
4562720,7845939,305
4562721,7845940,395
4562722,7845941,410
4562723,7845943,417
4562723,7846075,417
4562724,7845945,322
4562725,7845946,1022
4562726,7845949,380
4562727,7845952,395
4562729,7845953,1022
4562730,7845954,322
4562731,7845955,392
4562732,7845956,1033
4562733,7845957,354
4562734,7845958,316
4562735,7845959,1022
4562738,7845961,421
4562739,7845962,386
4562739,7846019,386
4562739,7846020,386
4562739,7846021,393
4562739,7846022,393
4562739,7846023,421
4562740,7845963,316
4562741,7845964,345
4562742,7845965,501
4562743,7845966,323
4562745,7845967,395
4562746,7845968,305
4562747,7845970,901
4562748,7845971,393
4562748,7848007,395
4562749,7845973,386
4562750,7845974,1101
4562750,7845992,1101
4562754,7845975,416
4562756,7845977,741
4562759,7845979,333
4562760,7845980,1038
4562761,7845981,346
4562762,7845982,381
4562763,7845983,395
4562764,7845993,395
4562765,7845994,409
4562766,7845995,581
4562767,7845996,409
4562768,7845997,323
4562769,7845998,402
4562770,7845999,397
4562773,7846003,1027
4562774,7846004,332
4562775,7846005,392
4562776,7846006,381
4562778,7846008,641
4562779,7846009,323
4562780,7846010,401
4562781,7846011,378
4562782,7846012,1022
4562783,7846013,416
4562784,7846014,381
4562786,7846015,386
4562787,7846016,400
4562788,7846017,581
4562789,7846024,319
4562790,7846025,329
4562790,7846034,387
4562791,7846026,313
4562792,7846027,501
4562793,7846030,385
4562794,7846031,1022
4562797,7846035,762
4562798,7846036,961
4562799,7846037,360
4562800,7846039,1047
4562801,7846043,323
4562805,7846048,313
4562806,7846049,394
4562807,7846050,441
4562807,7846060,441
4562808,7846051,1022
4562809,7846052,414
4562810,7846053,316
4562812,7846054,381
4562813,7846055,302
4562814,7846056,387
4562815,7846057,386
4562816,7846058,349
4562817,7846062,681
4562818,7846064,306
4562819,7846065,332
4562820,7846066,306
4562821,7846067,416
4562823,7846068,395
4562824,7846069,333
4562826,7846070,409
4562829,7846072,392
4562830,7846073,394
4562831,7846074,1022
4562832,7846076,401
4562833,7846077,822
4562834,7846078,327
4562834,7846087,360
4562835,7846081,346
4562836,7846082,412
4562836,7846103,412
4562837,7846084,395
4562838,7846085,1041
4562839,7846088,330
4562840,7846089,1022
4562841,7846090,410
4562842,7846091,412
4562842,7846111,412
4562843,7846092,395
4562844,7846093,1045
4562845,7846094,1022
4562846,7846095,1022
4562847,7846104,501
4562848,7846105,358
4562849,7846106,359
4562849,7846120,359
4562850,7846107,1046
4562851,7846108,316
4562851,7846140,416
4562852,7846109,307
4562853,7846110,378
4562853,7846115,312
4562854,7846112,414
4562855,7846113,350
4562856,7846116,621
4562856,7846128,621
4562857,7846117,1022
4562858,7846119,303
4562859,7846121,317
4562860,7846122,345
4562861,7846123,981
4562863,7846124,409
4562864,7846125,359
4562864,7846137,359
4562865,7846126,1022
4562866,7846127,409
4562869,7846129,417
4562869,7846144,661
4562870,7846130,395
4562872,7846132,409
4562873,7846133,394
4562875,7846134,347
4562876,7846135,380
4562877,7846136,1046
4562879,7846138,317
4562882,7846139,374
4562883,7846141,307
4562883,7846152,307
4562884,7846142,316
4562885,7846143,343
4562888,7846145,408
4562889,7846146,301
4562890,7846147,360
4562892,7846148,409
4562892,7846198,371
4562892,7846206,374
4562893,7846149,333
4562894,7846150,409
4562894,7846160,359
4562895,7846151,332
4562896,7846153,1001
4562897,7846154,306
4562898,7846155,1046
4562899,7846156,386
4562900,7846157,416
4562903,7846158,307
4562903,7846166,409
4562906,7846159,351
4562908,7846161,329
4562909,7846164,416
4562909,7846184,416
4562910,7846165,402
4562911,7846167,316
4562912,7846168,421
4562914,7846169,310
4562916,7846170,373
4562917,7846171,1022
4562918,7846172,380
4562919,7846173,367
4562920,7846174,305
4562921,7846175,316
4562922,7846176,380
4562923,7846177,410
4562924,7846179,409
4562925,7846180,393
4562926,7846181,313
4562926,7846196,418
4562927,7846182,329
4562929,7846183,416
4562930,7846185,1022
4562930,7846203,1022
4562931,7846186,1052
4562932,7846187,418
4562932,7846200,313
4562933,7846188,310
4562934,7846190,316
4562935,7846191,380
4562936,7846192,461
4562937,7846193,385
4562939,7846195,1047
4562940,7846199,416
4562941,7846201,416
4562942,7846202,410
4562943,7846204,409
4562944,7846205,416
4562945,7846207,342
4562946,7846208,312
4562947,7846209,381
4562948,7846210,641
4562949,7846212,307
4562950,7846213,307
4562951,7846215,307
4562953,7846218,395
4562954,7846219,1022
4562955,7846220,345
4562956,7846221,1044
4562957,7846222,307
4562958,7846224,1046
4562959,7846225,376
4562960,7846226,361
4562960,7847632,361
4562961,7846227,323
4562961,7846228,323
4562962,7846230,316
4562963,7846231,1022
4562964,7846232,361
4562965,7846235,410
4562966,7846236,409
4562967,7846245,306
4562968,7846248,385
4562969,7846249,1049
4562970,7846250,392
4562971,7846251,312
4562972,7846252,307
4562973,7846253,323
4562974,7846254,342
4562975,7846255,581
4562976,7846256,741
4562977,7846257,316
4562978,7846258,409
4562979,7846261,1022
4562980,7846262,641
4562982,7846264,380
4562983,7846265,421
4562984,7846266,741
4562985,7846268,1022
4562986,7846272,360
4562987,7846274,320
4562988,7846275,409
4562989,7846276,323
4562990,7846277,395
4562991,7846279,400
4562992,7846280,1022
4562994,7846281,416
4562996,7846282,305
4562997,7846283,316
4562998,7846284,397
4562999,7846285,316
4563000,7846286,392
4563001,7846287,1022
4563003,7846288,322
4563004,7846289,1047
4563005,7846292,320
4563007,7846293,395
4563008,7846294,350
4563009,7846295,392
4563010,7846296,316
4563011,7846297,349
4563012,7846299,316
4563014,7846301,370
4563015,7846302,381
4563016,7846303,356
4563019,7846304,395
4563028,7846306,386
4563028,7846459,386
4563028,7846632,394
4563031,7846307,981
4563032,7846308,410
4563033,7846309,317
4563034,7846310,381
4563034,7846314,395
4563035,7846312,521
4563036,7846318,316
4563037,7846319,395
4563038,7846323,395
4563039,7846324,381
4563040,7846325,381
4563041,7846326,307
4563042,7846329,310
4563043,7846330,762
4563047,7846331,316
4563052,7846332,333
4563062,7846334,1022
4563063,7846335,409
4563066,7846336,370
4563066,7846340,370
4563068,7846337,641
4563069,7846338,359
4563069,7846350,359
4563070,7846339,323
4563071,7846342,1044
4563072,7846343,312
4563073,7846344,1022
4563074,7846345,323
4563075,7846346,370
4563079,7846347,316
4563080,7846348,1021
4563080,7846368,1021
4563081,7846349,355
4563082,7846351,323
4563083,7846352,1021
4563083,7846374,802
4563084,7846363,1022
4563084,7846388,1022
4563085,7846364,358
4563086,7846367,329
4563087,7846369,373
4563088,7846370,381
4563090,7846371,621
4563090,7846376,621
4563092,7846372,378
4563093,7846373,1047
4563094,7846375,395
4563095,7846377,762
4563096,7846378,1022
4563097,7846380,420
4563097,7846384,420
4563099,7846381,1022
4563100,7846385,346
4563101,7846386,701
4563103,7846390,316
4563104,7846392,641
4563106,7846394,1026
4563107,7846395,316
4563108,7846396,581
4563109,7846397,323
4563110,7846399,1022
4563111,7846401,376
4563112,7846403,1022
4563114,7846404,561
4563115,7846405,380
4563117,7846406,316
4563119,7846408,1033
4563120,7846409,1022
4563121,7846410,641
4563122,7846411,381
4563125,7846413,1022
4563127,7846414,1108
4563128,7846416,374
4563131,7846418,307
4563132,7846420,416
4563132,7846448,391
4563132,7846457,416
4563133,7846421,325
4563134,7846427,1022
4563135,7846445,409
4563136,7846446,501
4563137,7846447,410
4563139,7846453,313
4563140,7846455,307
4563142,7846456,307
4563143,7846460,741
4563144,7846461,316
4563145,7846462,307
4563145,7847938,333
4563145,7849036,312
4563146,7846463,395
4563147,7846464,395
4563149,7846465,409
4563150,7846466,392
4563151,7846467,306
4563154,7846468,316
4563155,7846469,741
4563156,7846470,641
4563157,7846471,305
4563159,7846472,395
4563162,7846475,1001
4563163,7846476,322
4563164,7846477,312
4563165,7846478,373
4563165,7846480,373
4563166,7846479,323
4563167,7846481,316
4563168,7846482,381
4563169,7846484,762
4563173,7846486,1029
4563174,7846487,323
4563175,7846488,327
4563176,7846489,381
4563177,7846490,319
4563178,7846491,1040
4563179,7846492,1022
4563180,7846493,360
4563181,7846494,741
4563182,7846495,329
4563183,7846496,322
4563185,7846497,316
4563185,7846569,316
4563185,7846595,391
4563186,7846498,395
4563187,7846499,981
4563188,7846500,1046
4563189,7846501,370
4563191,7846502,921
4563192,7846503,481
4563194,7846505,380
4563194,7846546,385
4563195,7846506,409
4563196,7846507,305
4563197,7846509,1022
4563198,7846510,311
4563199,7846511,1022
4563200,7846512,401
4563202,7846513,312
4563208,7846514,316
4563209,7846515,305
4563209,7846524,305
4563209,7846525,305
4563210,7846516,681
4563216,7846518,316
4563217,7846519,410
4563218,7846520,367
4563220,7846521,421
4563221,7846522,1041
4563222,7846523,349
4563223,7846526,306
4563224,7846528,410
4563225,7846530,323
4563226,7846531,1022
4563230,7846533,374
4563231,7846534,364
4563232,7846535,409
4563233,7846536,307
4563234,7846537,641
4563235,7846538,333
4563236,7846540,316
4563237,7846542,303
4563237,7846552,303
4563238,7846543,410
4563239,7846544,316
4563243,7846545,581
4563244,7846547,410
4563245,7846548,316
4563246,7846551,385
4563248,7846553,350
4563249,7846554,361
4563250,7846555,350
4563251,7846557,397
4563252,7846558,336
4563253,7846559,302
4563253,7847251,391
4563254,7846560,409
4563255,7846561,395
4563256,7846562,395
4563258,7846563,381
4563259,7846564,397
4563260,7846565,581
4563261,7846567,349
4563262,7846568,373
4563262,7847866,391
4563263,7846570,581
4563264,7846571,316
4563266,7846572,392
4563267,7846573,380
4563268,7846574,581
4563268,7846608,329
4563270,7846575,329
4563271,7846576,1037
4563272,7846577,323
4563273,7846580,581
4563274,7846581,323
4563275,7846582,313
4563276,7846584,581
4563277,7846585,1022
4563278,7846586,323
4563281,7846590,301
4563282,7846591,380
4563283,7846592,393
4563284,7846593,410
4563285,7846594,392
4563288,7846610,369
4563289,7846611,378
4563290,7846612,320
4563292,7846613,305
4563293,7846614,358
4563294,7846615,310
4563294,7846629,310
4563294,7846662,388
4563295,7846616,981
4563296,7846617,316
4563297,7846618,410
4563298,7846619,333
4563299,7846620,347
4563301,7846621,310
4563302,7846622,373
4563303,7846625,384
4563304,7846626,1101
4563305,7846627,416
4563306,7846628,387
4563307,7846630,365
4563308,7846631,1046
4563309,7846633,409
4563310,7846634,384
4563311,7846637,421
4563313,7846638,381
4563314,7846639,323
4563316,7846640,306
4563317,7846641,581
4563318,7846642,1022
4563319,7846643,581
4563320,7846646,410
4563323,7846647,1022
4563324,7846648,380
4563325,7846649,416
4563326,7846650,316
4563329,7846655,410
4563331,7846656,316
4563332,7846657,378
4563334,7846659,323
4563335,7846660,416
4563336,7846661,324
4563337,7846663,323
4563338,7846664,1022
4563339,7846665,310
4563340,7846666,302
4563342,7846667,416
4563343,7846668,399
4563343,7847310,399
4563344,7846671,312
4563345,7846672,333
4563346,7846673,380
4563347,7846674,1041
4563349,7846675,381
4563351,7846677,395
4563352,7846678,342
4563353,7846679,822
4563354,7846680,374
4563355,7846681,323
4563357,7846682,323
4563358,7846683,1022
4563358,7846686,762
4563358,7846688,420
4563359,7846684,385
4563360,7846685,316
4563361,7846689,317
4563362,7846690,1047
4563364,7846691,384
4563364,7846700,384
4563367,7846692,336
4563367,7846723,390
4563368,7846693,399
4563369,7846694,312
4563370,7846695,406
4563373,7846697,361
4563374,7846698,385
4563375,7846699,380
4563376,7846701,359
4563377,7846702,316
4563379,7846703,1041
4563380,7846704,311
4563381,7846705,1038
4563382,7846706,381
4563384,7846707,1040
4563385,7846708,301
4563387,7846709,1022
4563388,7846710,1047
4563390,7846711,393
4563394,7846712,310
4563395,7846713,311
4563396,7846714,323
4563397,7846715,1022
4563398,7846716,762
4563398,7846749,762
4563399,7846717,416
4563400,7846719,316
4563401,7846720,378
4563402,7846721,1022
4563403,7846722,370
4563404,7846724,381
4563405,7846728,409
4563406,7846729,521
4563407,7846730,395
4563408,7846731,581
4563409,7846732,1022
4563410,7846733,320
4563411,7846734,581
4563411,7846737,581
4563412,7846735,328
4563417,7846736,323
4563418,7846738,416
4563420,7846740,621
4563421,7846741,323
4563422,7846742,310
4563423,7846744,333
4563424,7846746,303
4563425,7846748,381
4563426,7846750,316
4563427,7846751,323
4563428,7846752,310
4563429,7846754,386
4563430,7846755,381
4563430,7846857,395
4563431,7846756,373
4563432,7846757,311
4563434,7846758,380
4563435,7846759,410
4563436,7846760,1044
4563437,7846761,406
4563438,7846763,395
4563443,7846764,410
4563444,7846765,395
4563445,7846766,1041
4563446,7846767,361
4563447,7846769,322
4563449,7846770,395
4563450,7846771,323
4563451,7846772,340
4563452,7846773,329
4563453,7846774,399
4563456,7846775,400
4563457,7846776,741
4563457,7846799,409
4563458,7846777,1102
4563459,7846778,381
4563460,7846779,386
4563461,7846780,354
4563462,7846781,421
4563463,7846782,316
4563464,7846786,323
4563465,7846789,1022
4563466,7846790,393
4563467,7846791,354
4563468,7846793,621
4563469,7846794,420
4563470,7846795,316
4563471,7846796,381
4563472,7846797,301
4563474,7846798,397
4563475,7846801,1107
4563476,7846803,381
4563477,7846804,306
4563478,7846806,1022
4563479,7846807,365
4563480,7846808,409
4563481,7846809,1022
4563483,7846811,379
4563484,7846812,417
4563485,7846813,386
4563486,7846814,333
4563487,7846815,393
4563488,7846816,343
4563488,7846829,343
4563488,7846830,395
4563489,7846817,387
4563490,7846819,316
4563491,7846820,349
4563492,7846821,1026
4563493,7846822,409
4563493,7847377,409
4563494,7846823,360
4563495,7846824,581
4563495,7846841,581
4563496,7846825,378
4563497,7846826,415
4563498,7846827,395
4563499,7846828,316
4563500,7846831,741
4563501,7846832,386
4563502,7846833,1041
4563503,7846834,374
4563504,7846835,349
4563506,7846837,316
4563507,7846838,741
4563508,7846839,371
4563510,7846840,395
4563513,7846843,392
4563514,7846845,1104
4563515,7846846,416
4563515,7846875,416
4563516,7846847,421
4563517,7846848,416
4563518,7846849,621
4563521,7846853,397
4563521,7846874,333
4563522,7846854,337
4563523,7846855,392
4563523,7846865,316
4563524,7846856,421
4563527,7846858,337
4563528,7846859,374
4563529,7846860,323
4563530,7846861,1041
4563531,7846862,322
4563531,7846895,414
4563531,7846917,391
4563533,7846863,409
4563536,7846864,1022
4563536,7847001,1022
4563538,7846866,395
4563539,7846867,302
4563539,7846880,416
4563540,7846868,1052
4563541,7846869,418
4563542,7846870,301
4563543,7846872,1040
4563544,7846873,370
4563547,7846876,333
4563547,7846884,316
4563549,7846877,336
4563551,7846878,386
4563552,7846879,373
4563553,7846881,1047
4563554,7846882,316
4563555,7846883,306
4563556,7846885,350
4563557,7846886,1022
4563557,7847091,762
4563557,7847217,1030
4563557,7847238,410
4563558,7846887,397
4563560,7846888,409
4563562,7846890,323
4563563,7846891,343
4563565,7846892,373
4563566,7846893,416
4563567,7846894,316
4563568,7846896,741
4563569,7846897,395
4563570,7846898,305
4563570,7846922,305
4563570,7846924,391
4563571,7846899,416
4563573,7846902,316
4563574,7846903,305
4563575,7846904,409
4563576,7846905,301
4563577,7846906,409
4563578,7846908,416
4563579,7846909,1038
4563579,7846969,415
4563579,7847204,1038
4563582,7846911,323
4563583,7846912,397
4563588,7846916,319
4563589,7846919,395
4563590,7846920,323
4563591,7846921,409
4563593,7846923,1022
4563593,7846935,1022
4563593,7846941,1022
4563594,7846930,399
4563594,7847002,391
4563595,7846942,374
4563596,7846943,395
4563597,7846944,317
4563598,7846945,329
4563599,7846946,360
4563600,7846947,350
4563601,7846948,381
4563602,7846950,323
4563603,7846951,380
4563604,7846964,378
4563605,7846965,316
4563606,7846966,323
4563607,7846967,310
4563608,7846968,416
4563609,7846970,1022
4563611,7846971,350
4563613,7846972,373
4563617,7846973,316
4563620,7846975,333
4563621,7846976,392
4563624,7846977,404
4563625,7846978,409
4563626,7846979,380
4563628,7846980,381
4563630,7846981,399
4563630,7846984,399
4563630,7847188,391
4563633,7846982,316
4563634,7846983,416
4563637,7846985,822
4563638,7846986,333
4563639,7846988,384
4563642,7846989,409
4563644,7846993,461
4563644,7847167,461
4563645,7846994,305
4563651,7846996,393
4563651,7847754,1040
4563657,7846998,392
4563657,7847011,391
4563659,7846999,305
4563660,7847000,395
4563661,7847008,1001
4563662,7847009,316
4563666,7847010,561
4563670,7847017,306
4563671,7847020,359
4563672,7847021,1022
4563673,7847022,323
4563674,7847023,406
4563675,7847024,346
4563676,7847025,305
4563677,7847027,319
4563678,7847028,374
4563679,7847029,374
4563680,7847030,393
4563680,7847039,581
4563681,7847031,386
4563682,7847032,381
4563683,7847033,418
4563684,7847034,374
4563686,7847035,323
4563687,7847036,901
4563688,7847037,421
4563689,7847038,621
4563692,7847040,401
4563693,7847041,901
4563695,7847042,380
4563696,7847043,316
4563697,7847047,376
4563699,7847048,360
4563700,7847049,366
4563701,7847050,380
4563702,7847051,1022
4563703,7847052,316
4563713,7847054,386
4563714,7847055,397
4563715,7847056,386
4563715,7847083,386
4563716,7847057,1001
4563717,7847058,410
4563718,7847059,1022
4563720,7847061,316
4563721,7847062,312
4563723,7847063,316
4563724,7847064,313
4563725,7847065,380
4563728,7847067,408
4563729,7847068,390
4563730,7847069,316
4563731,7847070,328
4563732,7847071,418
4563733,7847072,367
4563734,7847074,390
4563735,7847075,371
4563736,7847076,307
4563739,7847079,386
4563740,7847080,360
4563741,7847081,1022
4563742,7847082,316
4563743,7847084,390
4563745,7847090,395
4563746,7847092,1040
4563747,7847093,416
4563749,7847094,395
4563751,7847096,409
4563751,7847111,409
